months_as_customer,age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,fraud_reported,claim_severity_ratio,injury_ratio,vehicle_ratio,from_bind_to_incident_months,is_high_risk_hobby,incident_severity_encoded,claim_x_tenure
69,26,100/300,2000,924.72,0,FEMALE,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Front Collision,Fire,NY,14,1,NO,2,2,NO,63120,Audi,0,68.25849987023099,0.08333333333333333,0.75,105,0,1,6627600
38,28,250/500,1000,1019.44,0,MALE,transport-moving,not-in-family,0,-39700,Vehicle Theft,Unknown,,NC,17,1,Unknown,2,1,NO,7200,BMW,0,7.0627010907949455,0.2,0.7,238,0,0,1713600
328,46,500/1000,500,1314.6,0,FEMALE,prof-specialty,not-in-family,24800,0,Single Vehicle Collision,Rear Collision,Other,WV,0,1,Unknown,2,3,Unknown,70290,Saab,1,53.46873573710635,0.18181818181818182,0.7272727272727273,224,0,3,15744960
281,43,100/300,1000,1515.18,6000000,MALE,priv-house-serv,other-relative,0,0,Multi-vehicle Collision,Side Collision,Fire,SC,21,3,NO,1,0,NO,60190,BMW,0,39.72465317652028,0.15384615384615385,0.6923076923076923,258,0,1,15529020
246,44,250/500,2000,1649.18,0,MALE,farming-fishing,other-relative,0,-58600,Single Vehicle Collision,Front Collision,Other,NY,18,1,YES,1,2,YES,61380,Honda,1,37.21849646490983,0.18181818181818182,0.7272727272727273,163,0,2,10004940
298,49,250/500,500,1451.01,0,FEMALE,other-service,own-child,47800,0,Single Vehicle Collision,Front Collision,Ambulance,NY,17,1,NO,2,2,NO,28100,Jeep,0,19.365821048786707,0.1,0.7,74,0,1,2079400
330,50,500/1000,1000,978.46,0,FEMALE,sales,husband,0,0,Single Vehicle Collision,Side Collision,Fire,NY,19,1,YES,0,0,NO,49060,Chevrolet,0,50.14001594342129,0.18181818181818182,0.6363636363636364,145,0,3,7113700
362,50,250/500,500,1198.34,4000000,MALE,sales,wife,53000,-72500,Multi-vehicle Collision,Side Collision,Fire,NY,17,3,Unknown,1,1,NO,57060,Mercedes,0,47.615868618255256,0.1111111111111111,0.7777777777777778,108,0,3,6162480
241,38,100/300,2000,1003.23,0,FEMALE,tech-support,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Fire,VA,23,3,Unknown,0,3,YES,77880,Accura,0,77.62925749828055,0.16666666666666666,0.6666666666666666,295,0,2,22974600
245,41,500/1000,2000,1212.0,0,MALE,exec-managerial,unmarried,24400,-60500,Single Vehicle Collision,Front Collision,Ambulance,NY,4,1,YES,0,1,YES,73500,Jeep,0,60.64356435643565,0.1,0.7,17,0,3,1249500
371,52,250/500,1000,1242.96,7000000,FEMALE,other-service,own-child,0,-37100,Multi-vehicle Collision,Rear Collision,Other,NY,2,2,YES,2,0,Unknown,88920,Accura,0,71.53890712492759,0.07692307692307693,0.7692307692307693,208,0,1,18495360
343,52,500/1000,1000,1053.02,0,FEMALE,prof-specialty,not-in-family,0,0,Single Vehicle Collision,Front Collision,Other,NY,2,1,Unknown,0,2,NO,47630,Toyota,1,45.23180946230841,0.2727272727272727,0.6363636363636364,156,0,2,7430280
377,53,100/300,500,1693.63,0,FEMALE,craft-repair,unmarried,0,-64000,Multi-vehicle Collision,Front Collision,Fire,WV,10,3,YES,1,3,NO,59040,Saab,0,34.860034364058265,0.1111111111111111,0.7777777777777778,221,0,3,13047840
154,37,250/500,1000,2047.59,0,FEMALE,farming-fishing,other-relative,0,-67800,Single Vehicle Collision,Rear Collision,Other,SC,2,1,Unknown,0,3,NO,79530,Accura,0,38.8407835553016,0.18181818181818182,0.7272727272727273,59,0,1,4692270
166,34,100/300,1000,1083.72,0,FEMALE,machine-op-inspct,wife,65600,-68200,Single Vehicle Collision,Side Collision,Other,NY,18,1,NO,0,2,YES,53680,Honda,0,49.533089727974016,0.09090909090909091,0.8181818181818182,4,0,3,214720
298,46,500/1000,1000,1138.42,6000000,MALE,prof-specialty,own-child,36900,-55000,Single Vehicle Collision,Side Collision,Police,SC,18,1,NO,2,3,YES,33550,Volkswagen,0,29.470669875792762,0.09090909090909091,0.7272727272727273,93,0,1,3120150
235,42,250/500,500,1072.62,0,FEMALE,machine-op-inspct,husband,39900,-60200,Multi-vehicle Collision,Side Collision,Other,WV,7,4,Unknown,2,1,YES,69100,Toyota,0,64.42169640692883,0.1,0.8,292,0,3,20177200
172,35,100/300,2000,1219.04,0,MALE,handlers-cleaners,own-child,63600,-68700,Multi-vehicle Collision,Rear Collision,Police,OH,19,3,Unknown,2,0,NO,79750,Nissan,0,65.4203307520672,0.18181818181818182,0.6363636363636364,123,0,2,9809250
27,28,100/300,2000,1371.78,0,MALE,farming-fishing,other-relative,0,-32500,Multi-vehicle Collision,Front Collision,Other,PA,10,3,Unknown,0,2,YES,53600,Audi,1,39.07332079487965,0.1,0.7,233,0,2,12488800
428,54,100/300,2000,1506.21,0,MALE,transport-moving,unmarried,0,-24400,Multi-vehicle Collision,Side Collision,Fire,NY,16,3,NO,1,0,Unknown,76560,Nissan,0,50.829565598422526,0.16666666666666666,0.75,131,0,1,10029360
99,32,100/300,1000,1058.21,3000000,MALE,craft-repair,unmarried,0,0,Single Vehicle Collision,Front Collision,Fire,NY,17,1,YES,1,1,NO,41130,Dodge,0,38.86752156944274,0.1111111111111111,0.7777777777777778,5,0,3,205650
107,26,500/1000,2000,932.14,0,MALE,sales,own-child,40600,0,Multi-vehicle Collision,Rear Collision,Fire,SC,2,3,NO,2,3,NO,78650,Audi,1,84.37573755015342,0.18181818181818182,0.7272727272727273,213,1,3,16752450
272,41,500/1000,2000,1608.34,0,FEMALE,farming-fishing,own-child,33300,-10600,Single Vehicle Collision,Side Collision,Other,NY,19,1,Unknown,1,1,Unknown,71060,Saab,0,44.18220028103511,0.09090909090909091,0.7272727272727273,285,0,2,20252100
151,37,500/1000,1000,1728.56,0,FEMALE,farming-fishing,own-child,54000,0,Single Vehicle Collision,Front Collision,Fire,WV,0,1,YES,1,1,Unknown,38830,Suburu,0,22.463784884528163,0.09090909090909091,0.8181818181818182,270,0,1,10484100
249,43,250/500,1000,1518.46,0,FEMALE,armed-forces,own-child,0,0,Single Vehicle Collision,Front Collision,Fire,SC,16,1,Unknown,0,0,YES,53500,Saab,0,35.23306507909329,0.1,0.8,16,1,2,856000
177,38,100/300,2000,1540.19,0,FEMALE,adm-clerical,other-relative,0,-74500,Single Vehicle Collision,Front Collision,Other,VA,20,1,YES,2,0,NO,73700,Chevrolet,1,47.85123913283426,0.1,0.8,36,0,2,2653200
190,40,500/1000,2000,965.21,0,FEMALE,exec-managerial,other-relative,36900,-53700,Parked Car,Unknown,,SC,10,1,Unknown,2,1,YES,6300,Nissan,0,6.527077009148268,0.1,0.8,96,0,0,604800
174,36,100/300,2000,1278.75,0,FEMALE,tech-support,own-child,53200,-53800,Multi-vehicle Collision,Rear Collision,Ambulance,NY,21,3,Unknown,2,2,NO,65400,Dodge,0,51.143695014662754,0.16666666666666666,0.6666666666666666,111,0,3,7259400
95,28,250/500,1000,773.99,0,MALE,armed-forces,other-relative,0,-70300,Vehicle Theft,Unknown,,PA,3,1,YES,1,2,NO,3200,Mercedes,0,4.134420341348079,0.2,0.7,289,0,0,924800
371,51,500/1000,1000,1532.47,0,FEMALE,tech-support,other-relative,60300,-24700,Single Vehicle Collision,Rear Collision,Fire,NY,7,1,YES,0,3,YES,75400,Dodge,1,49.201615692313716,0.1,0.7,111,0,2,8369400
2,28,250/500,1000,1340.56,0,FEMALE,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Side Collision,Fire,NY,19,1,YES,0,2,YES,58140,Saab,0,43.369934952557145,0.1111111111111111,0.7777777777777778,187,0,1,10872180
269,44,100/300,500,1297.75,4000000,FEMALE,other-service,own-child,0,-41400,Multi-vehicle Collision,Rear Collision,Ambulance,SC,15,3,Unknown,0,1,Unknown,98670,Chevrolet,1,76.0315931419765,0.15384615384615385,0.6923076923076923,145,1,3,14307150
101,27,250/500,1000,433.33,0,MALE,machine-op-inspct,other-relative,25900,0,Parked Car,Unknown,,SC,7,1,Unknown,0,3,NO,5900,Mercedes,0,13.615489349918077,0.2,0.7,94,0,1,554600
94,30,250/500,2000,1025.54,0,FEMALE,armed-forces,other-relative,0,-52600,Single Vehicle Collision,Rear Collision,Fire,NC,19,1,Unknown,1,3,YES,64100,Chevrolet,0,62.5036566101761,0.1,0.8,155,0,2,9935500
117,28,250/500,500,1264.77,0,FEMALE,transport-moving,unmarried,47500,-32500,Multi-vehicle Collision,Rear Collision,Fire,SC,13,2,YES,0,1,Unknown,55440,Suburu,1,43.83405678502811,0.09090909090909091,0.7272727272727273,141,0,3,7817040
111,27,250/500,500,1459.97,5000000,MALE,sales,other-relative,0,0,Multi-vehicle Collision,Side Collision,Police,SC,2,3,NO,1,2,NO,80850,Ford,1,55.37785022979924,0.09090909090909091,0.7272727272727273,149,0,2,12046650
242,40,100/300,500,1238.65,0,FEMALE,transport-moving,husband,0,-44600,Vehicle Theft,Unknown,Police,WV,5,1,YES,1,1,NO,7480,Saab,0,6.038832600008073,0.09090909090909091,0.8181818181818182,203,0,0,1518440
440,61,250/500,500,1050.76,0,MALE,transport-moving,wife,41500,-70200,Single Vehicle Collision,Side Collision,Fire,OH,21,1,Unknown,2,3,NO,53640,Nissan,1,51.04876470364308,0.1111111111111111,0.7777777777777778,268,0,2,14375520
20,23,500/1000,1000,1711.72,0,FEMALE,tech-support,wife,0,0,Multi-vehicle Collision,Rear Collision,Fire,SC,21,3,NO,2,2,NO,63250,Chevrolet,1,36.951136868179375,0.09090909090909091,0.7272727272727273,188,0,2,11891000
461,57,100/300,500,865.33,7000000,FEMALE,farming-fishing,own-child,0,0,Multi-vehicle Collision,Side Collision,Ambulance,NY,7,3,NO,0,1,Unknown,59040,Dodge,0,68.22830596419863,0.16666666666666666,0.6666666666666666,204,0,2,12044160
208,36,250/500,500,1153.49,0,MALE,craft-repair,other-relative,0,0,Multi-vehicle Collision,Side Collision,Other,SC,16,3,YES,1,0,YES,50500,Accura,0,43.78018014893931,0.2,0.7,176,0,3,8888000
279,43,500/1000,2000,1281.25,0,MALE,machine-op-inspct,other-relative,0,0,Single Vehicle Collision,Side Collision,Police,SC,13,1,YES,0,1,NO,57690,Mercedes,1,45.02634146341463,0.1111111111111111,0.6666666666666666,236,1,2,13614840
244,40,100/300,500,1342.8,0,FEMALE,sales,husband,0,0,Vehicle Theft,Unknown,Police,NY,2,1,YES,1,3,YES,5940,Toyota,0,4.423592493297587,0.1111111111111111,0.7777777777777778,103,0,0,611820
134,30,250/500,2000,1443.32,0,FEMALE,exec-managerial,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Fire,SC,19,3,Unknown,0,2,YES,47790,Suburu,1,33.11116038023446,0.1111111111111111,0.7777777777777778,87,0,2,4157730
122,29,250/500,1000,1629.94,0,FEMALE,priv-house-serv,other-relative,0,-47100,Parked Car,Unknown,,SC,17,1,Unknown,0,1,NO,3850,Dodge,0,2.362050136814852,0.09090909090909091,0.8181818181818182,278,0,0,1070300
156,31,100/300,2000,1134.08,0,MALE,other-service,husband,0,0,Single Vehicle Collision,Front Collision,Police,NC,3,1,Unknown,2,0,Unknown,59000,Ford,1,52.02454853273138,0.1,0.8,220,0,2,12980000
232,43,250/500,500,1483.91,8000000,MALE,machine-op-inspct,husband,0,-33600,Multi-vehicle Collision,Rear Collision,Ambulance,NY,17,3,NO,0,1,Unknown,70600,Volkswagen,1,47.57700938736176,0.1,0.7,164,0,2,11578400
244,40,500/1000,2000,1304.67,7000000,MALE,armed-forces,other-relative,0,-45000,Multi-vehicle Collision,Side Collision,Police,SC,5,3,Unknown,1,1,Unknown,61490,Dodge,0,47.13069205239639,0.09090909090909091,0.7272727272727273,184,0,1,11314160
84,30,500/1000,2000,1035.79,0,FEMALE,protective-serv,wife,44400,-51500,Single Vehicle Collision,Side Collision,Police,SC,9,1,NO,1,0,YES,57640,Volkswagen,0,55.64834570714141,0.09090909090909091,0.7272727272727273,139,0,1,8011960
394,57,250/500,500,1401.2,0,FEMALE,craft-repair,own-child,51500,0,Vehicle Theft,Unknown,Police,NC,9,1,NO,1,0,NO,6890,Audi,0,4.917213816728518,0.15384615384615385,0.6923076923076923,189,0,0,1302210
246,45,250/500,1000,1665.45,0,MALE,machine-op-inspct,wife,34400,-33100,Multi-vehicle Collision,Side Collision,Fire,PA,9,3,Unknown,2,2,Unknown,53280,Toyota,1,31.99135368819238,0.2222222222222222,0.6666666666666666,191,0,2,10176480
35,29,500/1000,2000,653.66,0,FEMALE,handlers-cleaners,unmarried,52100,-46900,Multi-vehicle Collision,Rear Collision,Fire,SC,22,3,NO,0,0,Unknown,78300,BMW,0,119.78704525288377,0.2,0.7,41,0,1,3210300
156,37,100/300,500,1080.13,0,MALE,protective-serv,other-relative,0,-61000,Multi-vehicle Collision,Rear Collision,Ambulance,PA,15,3,YES,0,3,NO,41490,Nissan,0,38.412042994824695,0.1111111111111111,0.7777777777777778,54,0,2,2240460
195,36,100/300,2000,1346.18,0,FEMALE,machine-op-inspct,wife,57800,-53300,Multi-vehicle Collision,Front Collision,Fire,SC,14,3,YES,2,3,YES,68970,Chevrolet,0,51.23386174211472,0.18181818181818182,0.7272727272727273,159,0,3,10966230
369,55,250/500,2000,1589.54,0,MALE,handlers-cleaners,husband,55400,0,Multi-vehicle Collision,Rear Collision,Police,VA,6,3,Unknown,2,0,YES,85300,Toyota,0,53.66332398052267,0.2,0.7,21,0,1,1791300
271,40,100/300,1000,1251.65,0,FEMALE,other-service,wife,71200,0,Parked Car,Unknown,,NY,6,1,NO,0,0,NO,3080,Audi,0,2.4607518076139496,0.18181818181818182,0.7272727272727273,230,0,1,708400
332,47,100/300,2000,1083.01,0,MALE,craft-repair,other-relative,91900,0,Multi-vehicle Collision,Front Collision,Police,WV,22,4,YES,2,0,Unknown,71760,Jeep,1,66.25977599468149,0.15384615384615385,0.6923076923076923,278,0,2,19949280
107,26,100/300,500,974.59,0,FEMALE,armed-forces,wife,62800,0,Multi-vehicle Collision,Rear Collision,Ambulance,NY,14,3,Unknown,1,0,NO,59700,Nissan,0,61.25652838629578,0.2,0.6,7,0,1,417900
217,39,500/1000,2000,1399.85,0,FEMALE,other-service,other-relative,49900,-19800,Multi-vehicle Collision,Front Collision,Fire,NY,16,3,NO,0,2,Unknown,64920,Ford,0,46.376397471157624,0.16666666666666666,0.6666666666666666,273,0,1,17723160
243,43,500/1000,500,1307.74,0,FEMALE,machine-op-inspct,own-child,0,-75700,Multi-vehicle Collision,Front Collision,Ambulance,SC,10,3,Unknown,0,1,NO,37530,Jeep,0,28.69836511844862,0.1111111111111111,0.7777777777777778,107,0,2,4015710
296,42,250/500,2000,1219.27,0,MALE,tech-support,husband,53100,-63400,Multi-vehicle Collision,Side Collision,Ambulance,WV,9,3,YES,1,2,NO,64080,Saab,0,52.55603762907313,0.1111111111111111,0.7777777777777778,143,0,3,9163440
264,41,100/300,500,1411.3,0,MALE,prof-specialty,unmarried,55600,0,Single Vehicle Collision,Rear Collision,Other,PA,4,1,NO,1,0,Unknown,60390,BMW,1,42.79033515198753,0.18181818181818182,0.7272727272727273,147,1,1,8877330
108,33,100/300,2000,694.45,0,FEMALE,armed-forces,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Police,WV,6,3,Unknown,0,1,YES,64350,Nissan,1,92.66325869393044,0.09090909090909091,0.7272727272727273,299,0,2,19240650
32,38,100/300,500,1006.77,6000000,FEMALE,other-service,own-child,0,0,Multi-vehicle Collision,Side Collision,Police,SC,15,3,YES,2,1,YES,70900,BMW,0,70.42323470107374,0.2,0.7,58,0,1,4112200
259,39,250/500,1000,1422.36,0,FEMALE,craft-repair,unmarried,0,-83900,Multi-vehicle Collision,Side Collision,Fire,PA,12,3,NO,1,3,Unknown,46560,Nissan,0,32.734328861891505,0.16666666666666666,0.6666666666666666,232,0,1,10801920
186,33,100/300,1000,1348.32,0,FEMALE,craft-repair,wife,37600,-37600,Vehicle Theft,Unknown,Police,NY,3,1,NO,2,1,Unknown,4730,Chevrolet,1,3.5080693010561292,0.18181818181818182,0.6363636363636364,58,1,0,274340
201,40,250/500,2000,1315.56,0,FEMALE,transport-moving,not-in-family,0,0,Vehicle Theft,Unknown,Police,SC,14,1,YES,0,0,YES,6820,Jeep,0,5.184104107756393,0.18181818181818182,0.6363636363636364,277,0,1,1889140
436,58,250/500,2000,1407.01,5000000,MALE,tech-support,other-relative,47400,-27600,Single Vehicle Collision,Rear Collision,Police,WV,10,1,Unknown,0,2,Unknown,59900,BMW,1,42.572547458795604,0.2,0.7,152,0,2,9104800
189,36,250/500,2000,1388.58,0,FEMALE,priv-house-serv,own-child,0,-49400,Multi-vehicle Collision,Side Collision,Police,WV,17,3,Unknown,1,3,YES,79560,Ford,0,57.29594261763817,0.16666666666666666,0.6666666666666666,93,0,2,7399080
105,33,500/1000,500,1310.76,0,FEMALE,adm-clerical,not-in-family,0,-40900,Single Vehicle Collision,Front Collision,Other,VA,8,1,YES,0,1,Unknown,70290,Accura,0,53.625377643504535,0.18181818181818182,0.7272727272727273,223,0,3,15674670
163,31,100/300,1000,1004.63,6000000,MALE,priv-house-serv,not-in-family,26900,0,Multi-vehicle Collision,Rear Collision,Ambulance,SC,14,3,YES,2,0,NO,63910,Suburu,0,63.61546041826344,0.09090909090909091,0.7272727272727273,153,0,3,9778230
219,40,100/300,500,1134.91,0,FEMALE,transport-moving,not-in-family,68700,0,Vehicle Theft,Unknown,,SC,6,1,Unknown,1,0,NO,6400,Toyota,0,5.639213682142196,0.1,0.8,99,0,0,633600
88,25,250/500,1000,1194.0,0,FEMALE,handlers-cleaners,husband,0,0,Single Vehicle Collision,Rear Collision,Ambulance,SC,6,1,YES,1,2,YES,66780,Ford,1,55.92964824120603,0.1111111111111111,0.7777777777777778,87,0,2,5809860
40,39,500/1000,1000,1248.25,4000000,FEMALE,sales,own-child,0,-33300,Parked Car,Unknown,Police,VA,8,1,NO,0,2,Unknown,8760,BMW,0,7.017824954936912,0.16666666666666666,0.6666666666666666,166,0,1,1454160
284,42,100/300,500,1338.54,1000000,MALE,machine-op-inspct,wife,0,0,Single Vehicle Collision,Side Collision,Ambulance,NC,13,1,YES,0,1,Unknown,94160,Chevrolet,0,70.34530159726269,0.09090909090909091,0.7272727272727273,236,0,2,22221760
59,40,250/500,2000,782.23,0,MALE,protective-serv,other-relative,64200,-32300,Multi-vehicle Collision,Front Collision,Ambulance,OH,0,3,Unknown,0,2,NO,51570,BMW,0,65.92690129501553,0.1111111111111111,0.6666666666666666,40,0,3,2062800
39,31,250/500,2000,1366.9,0,FEMALE,handlers-cleaners,husband,0,-15700,Multi-vehicle Collision,Rear Collision,Fire,NC,14,3,Unknown,1,0,NO,52700,BMW,1,38.55439315238861,0.2,0.6,144,0,2,7588800
147,34,500/1000,1000,1275.81,0,MALE,sales,wife,0,-48300,Single Vehicle Collision,Side Collision,Fire,NY,13,1,YES,2,2,Unknown,101010,Mercedes,0,79.17323112375668,0.15384615384615385,0.6923076923076923,47,0,1,4747470
156,37,250/500,500,1090.65,0,MALE,exec-managerial,unmarried,0,-51800,Multi-vehicle Collision,Rear Collision,Police,NC,16,4,Unknown,1,2,YES,53400,Honda,1,48.96162838674185,0.1,0.8,263,0,1,14044200
123,31,250/500,500,1326.0,0,FEMALE,prof-specialty,wife,0,-54600,Single Vehicle Collision,Side Collision,Fire,SC,13,1,Unknown,1,2,NO,72120,Mercedes,0,54.38914027149321,0.16666666666666666,0.6666666666666666,114,0,3,8221680
231,43,250/500,2000,972.47,0,MALE,protective-serv,wife,0,-58100,Multi-vehicle Collision,Front Collision,Police,PA,15,3,YES,2,2,YES,77100,Audi,0,79.28265139284503,0.1,0.7,103,0,1,7941300
247,39,100/300,500,806.31,0,FEMALE,handlers-cleaners,wife,0,0,Parked Car,Unknown,Police,SC,3,1,Unknown,2,3,Unknown,3300,Dodge,0,4.092718681400454,0.18181818181818182,0.8181818181818182,254,0,0,838200
194,35,500/1000,500,1416.24,0,FEMALE,adm-clerical,not-in-family,0,0,Parked Car,Unknown,,WV,7,1,YES,1,0,Unknown,5940,Nissan,0,4.194204372140315,0.18181818181818182,0.7272727272727273,35,0,1,207900
119,27,250/500,2000,1097.64,0,MALE,transport-moving,other-relative,27100,0,Multi-vehicle Collision,Rear Collision,Other,PA,16,2,NO,1,0,Unknown,63720,Accura,0,58.05182026894063,0.1111111111111111,0.5555555555555556,210,0,2,13381200
259,43,100/300,500,947.75,0,FEMALE,farming-fishing,not-in-family,0,-39300,Vehicle Theft,Unknown,Police,SC,15,1,NO,1,3,NO,7680,Audi,0,8.103402796096017,0.16666666666666666,0.75,66,0,0,506880
107,31,100/300,2000,1018.73,5000000,MALE,handlers-cleaners,own-child,20000,-82700,Multi-vehicle Collision,Side Collision,Police,NY,21,3,YES,1,2,Unknown,93730,Honda,0,92.0067142422428,0.15384615384615385,0.6153846153846154,242,0,3,22682660
48,44,100/300,2000,1400.74,0,MALE,sales,other-relative,34000,-55600,Multi-vehicle Collision,Rear Collision,Police,NC,23,3,YES,0,2,Unknown,87300,Jeep,0,62.32420006567957,0.2,0.6,215,0,2,18769500
267,40,250/500,500,1155.53,5000000,MALE,transport-moving,wife,0,-35200,Parked Car,Unknown,Police,NY,5,1,Unknown,0,2,NO,5670,Ford,0,4.906839285868823,0.2222222222222222,0.6666666666666666,63,0,0,357210
286,47,250/500,500,1386.93,0,MALE,priv-house-serv,husband,54100,-77600,Multi-vehicle Collision,Rear Collision,Other,NY,15,3,YES,0,0,NO,65800,Accura,0,47.442913485179496,0.2,0.7,145,0,1,9541000
175,34,100/300,500,915.29,0,FEMALE,handlers-cleaners,wife,82400,-57100,Single Vehicle Collision,Front Collision,Other,NY,14,1,Unknown,2,1,YES,36720,Honda,1,40.1184324094003,0.1111111111111111,0.7777777777777778,236,0,2,8665920
111,29,250/500,500,1239.55,2000000,FEMALE,farming-fishing,own-child,0,0,Single Vehicle Collision,Side Collision,Fire,SC,1,1,Unknown,1,1,YES,52800,Mercedes,1,42.59610342462991,0.09090909090909091,0.7272727272727273,47,0,2,2481600
151,37,250/500,500,1366.42,0,FEMALE,protective-serv,unmarried,44000,0,Multi-vehicle Collision,Rear Collision,Fire,SC,14,3,NO,1,2,YES,59100,Nissan,1,43.251708845011045,0.1,0.8,27,1,3,1595700
156,37,500/1000,1000,1086.48,6000000,MALE,machine-op-inspct,unmarried,0,-53800,Multi-vehicle Collision,Rear Collision,Other,NY,17,3,Unknown,1,1,YES,77440,Suburu,0,71.27604741918857,0.18181818181818182,0.7272727272727273,279,0,3,21605760
165,36,250/500,2000,1247.87,0,MALE,armed-forces,husband,0,-39700,Multi-vehicle Collision,Side Collision,Fire,NY,20,3,NO,2,2,NO,45700,BMW,0,36.62240457739989,0.1,0.8,51,0,3,2330700
253,41,100/300,2000,1312.75,0,FEMALE,sales,other-relative,81300,0,Multi-vehicle Collision,Rear Collision,Other,SC,10,3,NO,2,2,YES,80740,Toyota,1,61.50447533803085,0.09090909090909091,0.7272727272727273,20,0,2,1614800
10,26,100/300,2000,765.64,0,MALE,sales,not-in-family,0,-22200,Multi-vehicle Collision,Front Collision,Ambulance,SC,3,3,Unknown,0,3,Unknown,31350,Honda,1,40.9461365654877,0.09090909090909091,0.7272727272727273,80,0,2,2508000
158,33,100/300,2000,1327.41,0,FEMALE,handlers-cleaners,other-relative,0,-38600,Single Vehicle Collision,Side Collision,Other,SC,0,1,Unknown,0,0,Unknown,35000,Suburu,0,26.367136001687495,0.1,0.7,13,0,3,455000
436,59,500/1000,1000,1338.55,0,MALE,protective-serv,own-child,39000,0,Multi-vehicle Collision,Side Collision,Police,WV,10,3,Unknown,2,2,NO,68000,Toyota,0,50.80124014792126,0.2,0.7,52,0,3,3536000
91,30,250/500,2000,1316.63,8000000,FEMALE,machine-op-inspct,unmarried,43900,0,Multi-vehicle Collision,Side Collision,Other,SC,13,3,YES,2,0,Unknown,84500,BMW,0,64.17900245323287,0.15384615384615385,0.6923076923076923,54,0,1,4563000
256,42,500/1000,1000,1286.44,0,FEMALE,transport-moving,wife,0,-39500,Single Vehicle Collision,Rear Collision,Police,WV,14,1,NO,2,1,Unknown,75500,Nissan,0,58.68909548832436,0.1,0.7,273,0,1,20611500
274,46,500/1000,1000,1372.18,0,MALE,exec-managerial,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Other,WV,22,3,NO,1,3,Unknown,90600,BMW,0,66.02632307714731,0.16666666666666666,0.6666666666666666,215,0,3,19479000
275,45,500/1000,2000,1447.77,0,FEMALE,adm-clerical,wife,39400,-63900,Multi-vehicle Collision,Side Collision,Ambulance,VA,8,3,YES,1,1,Unknown,64320,Accura,0,44.426946269089704,0.08333333333333333,0.75,277,0,3,17816640
1,33,250/500,500,903.32,0,FEMALE,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Police,NY,1,3,Unknown,1,0,Unknown,31700,Toyota,0,35.092768896957885,0.2,0.7,232,0,1,7354400
85,30,500/1000,1000,1454.42,0,MALE,protective-serv,other-relative,51600,-73900,Single Vehicle Collision,Side Collision,Other,NY,19,1,YES,0,1,YES,74280,Suburu,1,51.07190495180209,0.16666666666666666,0.6666666666666666,255,0,2,18941400
233,37,100/300,2000,1603.42,0,FEMALE,sales,wife,61600,-30200,Single Vehicle Collision,Front Collision,Fire,NY,17,1,YES,0,2,YES,80520,Toyota,0,50.2176597522795,0.16666666666666666,0.75,279,0,3,22465080
142,30,250/500,2000,1616.58,0,MALE,adm-clerical,husband,58500,-46800,Multi-vehicle Collision,Rear Collision,Other,SC,13,3,YES,0,3,YES,63600,Dodge,0,39.34231525813755,0.1,0.7,150,0,2,9540000
266,44,250/500,500,1611.83,0,MALE,handlers-cleaners,husband,0,0,Single Vehicle Collision,Front Collision,Police,WV,4,1,Unknown,1,2,YES,32800,BMW,0,20.349540584304798,0.1,0.8,180,0,3,5904000
350,50,500/1000,500,889.13,0,FEMALE,priv-house-serv,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Police,PA,14,3,NO,0,2,NO,44190,Audi,0,49.700268802087436,0.2222222222222222,0.6666666666666666,115,0,3,5081850
97,26,250/500,1000,1252.08,0,MALE,exec-managerial,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Other,VA,4,2,YES,2,2,NO,50400,Honda,1,40.253018976423235,0.2,0.7,279,0,2,14061600
399,55,500/1000,2000,995.56,0,MALE,tech-support,not-in-family,0,-65400,Multi-vehicle Collision,Side Collision,Police,NY,23,3,YES,1,1,YES,88400,Nissan,0,88.7942464542569,0.2,0.7,261,0,3,23072400
305,49,100/300,2000,1347.92,0,FEMALE,farming-fishing,own-child,0,-42100,Multi-vehicle Collision,Front Collision,Fire,NY,21,3,YES,0,2,Unknown,66550,Volkswagen,0,49.3723663125408,0.18181818181818182,0.7272727272727273,65,0,3,4325750
276,47,100/300,1000,1724.09,0,MALE,craft-repair,own-child,0,0,Multi-vehicle Collision,Rear Collision,Police,NY,23,3,YES,0,0,Unknown,65780,Chevrolet,0,38.15346066620652,0.09090909090909091,0.7272727272727273,258,0,1,16971240
257,40,250/500,500,1379.93,0,MALE,armed-forces,husband,0,0,Multi-vehicle Collision,Side Collision,Other,NY,6,3,Unknown,0,2,YES,51810,Audi,1,37.545382736805486,0.18181818181818182,0.7272727272727273,30,0,2,1554300
